surah,verse,local,ref1,ref2,arabic,raw_best_similarity,sn_sim_ref1,sn_sim_ref2,style_normalized_similarity,classification
2,260,Wa-idh qāla ib'rāhīmu rabbi arinī kayfa tuḥ'yī l-mawtā qāla awalam tu'min qāla balā walākil-liyaṭma-inna qalbī qāla fakhudh arbaʿatam-mina ṭ-ṭayri faṣur'hunna ilayka thumma ij'ʿal ʿalā kulli jabalim-min'hunna juz'an thumma ud'ʿuhunna yatīnaka saʿyaw-wa-iʿ'lam anna l-laha ʿazīzun ḥakīmun,Wa iz qaala Ibraaheemu Rabbi arinee kaifa tuhyil mawtaa qaala awa lam tu'min qaala balaa wa laakil liyatma'inna qalbee qaala fakhuz arab'atam minal tairi fasurhunna ilaika summaj 'al a'alaa kulli jabalim minhunna juz'an sumaad 'uhunna yaateenaka sa'yaa; wa'lam annal laaha 'Azeezun Hakeem,Wa-ith qala ibraheemurabbi arinee kayfa tuhyee almawta qala awalam tu/min qala bala walakin liyatma-innaqalbee qala fakhuth arbaAAatan mina attayrifasurhunna ilayka thumma ijAAal AAala kulli jabalinminhunna juz-an thumma odAAuhunna ya/teenaka saAAyan waAAlamanna Allaha AAazeezun hakeem,وَإِذْ قَالَ إِبْرَٰهِۦمُ رَبِّ أَرِنِى كَيْفَ تُحْىِ ٱلْمَوْتَىٰ ۖ قَالَ أَوَلَمْ تُؤْمِن ۖ قَالَ بَلَىٰ وَلَٰكِن لِّيَطْمَئِنَّ قَلْبِى ۖ قَالَ فَخُذْ أَرْبَعَةًۭ مِّنَ ٱلطَّيْرِ فَصُرْهُنَّ إِلَيْكَ ثُمَّ ٱجْعَلْ عَلَىٰ كُلِّ جَبَلٍۢ مِّنْهُنَّ جُزْءًۭا ثُمَّ ٱدْعُهُنَّ يَأْتِينَكَ سَعْيًۭا ۚ وَٱعْلَمْ أَنَّ ٱللَّهَ عَزِيزٌ حَكِيمٌۭ,0.0279,0.0177,0.0282,0.0282,REAL_ERROR
2,264,Yāayyuhā alladhīna āmanū lā tub'ṭilū ṣadaqātikum bil-mani wal-adhā ka-alladhī yunfiqu mālahu riāa n-nāsi walā yu'minu bil-lahi wal-yawmi l-ākhiri famathaluhu kamathali ṣafwānin ʿalayhi turābun fa-aṣābahu wābilun fatarakahu ṣaldal-lā yaqdirūna ʿalā shayim-mimmā kasabū wal-lahu lā yahdī l-qawma l-kāfirīn,Yaaa ayyuhal lazeena aamanoo laa tubtiloo sadaqaatikum bilmanni wal azaa kallazee yunfiqu maalahoo ri'aaa'an naasi wa laa yu'minu billaahi wal yawmil aakhiri famasaluhoo kamasali safwaanin 'alaihi turaabun fa asaabahoo waabilun fatara kahoo saldaa; laa yaqdiroona 'alaa shai'im mimmaa kasaboo; wallaahu laa yahdil qawmal kaafireen,Ya ayyuha allatheena amanoola tubtiloo sadaqatikum bilmanniwal-atha kallathee yunfiqu malahuri-aa annasi wala yu/minu billahiwalyawmi al-akhiri famathaluhu kamathali safwaninAAalayhi turabun faasabahu wabilunfatarakahu saldan la yaqdiroona AAalashay-in mimma kasaboo wallahu layahdee alqawma alkafireen,يَٰٓأَيُّهَا ٱلَّذِينَ ءَامَنُوا۟ لَا تُبْطِلُوا۟ صَدَقَٰتِكُم بِٱلْمَنِّ وَٱلْأَذَىٰ كَٱلَّذِى يُنفِقُ مَالَهُۥ رِئَآءَ ٱلنَّاسِ وَلَا يُؤْمِنُ بِٱللَّهِ وَٱلْيَوْمِ ٱلْءَاخِرِ ۖ فَمَثَلُهُۥ كَمَثَلِ صَفْوَانٍ عَلَيْهِ تُرَابٌۭ فَأَصَابَهُۥ وَابِلٌۭ فَتَرَكَهُۥ صَلْدًۭا ۖ لَّا يَقْدِرُونَ عَلَىٰ شَىْءٍۢ مِّمَّا كَسَبُوا۟ ۗ وَٱللَّهُ لَا يَهْدِى ٱلْقَوْمَ ٱلْكَٰفِرِينَ,0.0922,0.0925,0.0862,0.0925,REAL_ERROR
2,265,Wamathalu alladhīna yunfiqūna amwālahumu ib'tighāa marḍāti l-lahi watathbītam-min anfusihim kamathali jannatin birabwatin aṣābahā wābilun faātat ukulahā ḍiʿ'fayni fa-il-lam yuṣib'hā wābilun faṭalluw-wal-lahu bimā taʿmalūna baṣīrun,Wa masalul lazeena yunfiqoona amwaalahumub ti ghaaaa'a mardaatil laahi wa tasbeetam min anfusihim kamasali jannatim birabwatin asaabahaa waabilun fa aatat ukulahaa di'faini fa il lam yusibhaa waabilun fatall; wallaahu bimaa ta'maloona Baseer,Wamathalu allatheena yunfiqoona amwalahumuibtighaa mardati Allahi watathbeetan minanfusihim kamathali jannatin birabwatin asabaha wabilunfaatat okulaha diAAfayni fa-in lam yusibhawabilun fatallun wallahu bimataAAmaloona baseer,وَمَثَلُ ٱلَّذِينَ يُنفِقُونَ أَمْوَٰلَهُمُ ٱبْتِغَآءَ مَرْضَاتِ ٱللَّهِ وَتَثْبِيتًۭا مِّنْ أَنفُسِهِمْ كَمَثَلِ جَنَّةٍۭ بِرَبْوَةٍ أَصَابَهَا وَابِلٌۭ فَـَٔاتَتْ أُكُلَهَا ضِعْفَيْنِ فَإِن لَّمْ يُصِبْهَا وَابِلٌۭ فَطَلٌّۭ ۗ وَٱللَّهُ بِمَا تَعْمَلُونَ بَصِيرٌ,0.5395,0.3838,0.5407,0.5407,REAL_ERROR
2,266,Ayawaddu aḥadukum an takūna lahu jannatum-min nakhīliw-wa-aʿnābin tajrī min taḥtihā l-anhāru lahu fīhā min kulli th-thamarāti wa-aṣābahu l-kibaru walahu dhurriyyatun ḍuʿafāu fa-aṣābahā iʿ'ṣārun fīhi nārun fa-iḥ'taraqat kadhālika yubayyinu l-lahu lakumu l-āyāti laʿallakum tatafakkarūn,Ayawaddu ahadukum an takoona lahoo jannatum min nakheelinw wa a'naabin tajree min tahtihal anhaaru lahoo feehaa min kullis samaraati wa asaabahul kibaru wa lahoo zurriyyatun du'afaaa'u fa asaabahaaa i'saarun feehi naarun fahtaraqat; kazaalika yubaiyinul laahu lakumul aayaati la'allakum tatafakkaroon,Ayawaddu ahadukum an takoona lahujannatun min nakheelin waaAAnabin tajree min tahtihaal-anharu lahu feeha min kulli aththamaratiwaasabahu alkibaru walahu thurriyyatun duAAafaofaasabaha iAAsarun feehi narun fahtaraqatkathalika yubayyinu Allahu lakumu al-ayatilaAAallakum tatafakkaroon,أَيَوَدُّ أَحَدُكُمْ أَن تَكُونَ لَهُۥ جَنَّةٌۭ مِّن نَّخِيلٍۢ وَأَعْنَابٍۢ تَجْرِى مِن تَحْتِهَا ٱلْأَنْهَٰرُ لَهُۥ فِيهَا مِن كُلِّ ٱلثَّمَرَٰتِ وَأَصَابَهُ ٱلْكِبَرُ وَلَهُۥ ذُرِّيَّةٌۭ ضُعَفَآءُ فَأَصَابَهَآ إِعْصَارٌۭ فِيهِ نَارٌۭ فَٱحْتَرَقَتْ ۗ كَذَٰلِكَ يُبَيِّنُ ٱللَّهُ لَكُمُ ٱلْءَايَٰتِ لَعَلَّكُمْ تَتَفَكَّرُونَ,0.254,0.2096,0.2544,0.2544,REAL_ERROR
2,267,Yāayyuhā alladhīna āmanū anfiqū min ṭayyibāti mā kasabtum wamimmā akhrajnā lakum mina l-arḍi walā tayammamū l-khabītha min'hu tunfiqūna walastum biākhidhīhi illā an tugh'miḍū fīhi wa-iʿ'lamū anna l-laha ghaniyyun ḥamīdun,Yaaa 'ayyuhal lazeena aamanooo anfiqoo min taiyibaati maa kasabtum wa mimmaaa akhrajuaa lakum minal ardi wa laa tayammamul khabeesa minhu tunfiqoona wa lastum bi aakhizeehi illaaa an tughmidoo feeh; wa'lamooo annal laaha Ghaniyyun Hameed,Ya ayyuha allatheena amanooanfiqoo min tayyibati ma kasabtum wamimmaakhrajna lakum mina al-ardi wala tayammamooalkhabeetha minhu tunfiqoona walastum bi-akhitheehiilla an tughmidoo feehi waAAlamoo anna Allahaghaniyyun hameed,يَٰٓأَيُّهَا ٱلَّذِينَ ءَامَنُوٓا۟ أَنفِقُوا۟ مِن طَيِّبَٰتِ مَا كَسَبْتُمْ وَمِمَّآ أَخْرَجْنَا لَكُم مِّنَ ٱلْأَرْضِ ۖ وَلَا تَيَمَّمُوا۟ ٱلْخَبِيثَ مِنْهُ تُنفِقُونَ وَلَسْتُم بِـَٔاخِذِيهِ إِلَّآ أَن تُغْمِضُوا۟ فِيهِ ۚ وَٱعْلَمُوٓا۟ أَنَّ ٱللَّهَ غَنِىٌّ حَمِيدٌ,0.4921,0.2731,0.4932,0.4932,REAL_ERROR
2,273,Lil'fuqarāi alladhīna uḥ'ṣirū fī sabīli l-lahi lā yastaṭīʿūna ḍarban fī l-arḍi yaḥsabuhumu l-jāhilu aghniyāa mina t-taʿafufi taʿrifuhum bisīmāhum lā yasalūna n-nāsa il'ḥāfaw-wamā tunfiqū min khayrin fa-inna l-laha bihi ʿalīmun,Lilfuqaraaa'il lazeena uhsiroo fee sabeelil laahi laa yastatee'oona darban fil ardi yah sabuhumul jaahilu aghniyaaa'a minat ta'affufi ta'rifuhum biseemaahum laa yas'aloonan naasa ilhaafaa; wa maa tunfiqoo min khairin fa innal laaha bihee 'Aleem,Lilfuqara-i allatheena ohsiroofee sabeeli Allahi la yastateeAAoona darbanfee al-ardi yahsabuhumu aljahilu aghniyaamina attaAAaffufi taAArifuhum biseemahum layas-aloona annasa ilhafan wamatunfiqoo min khayrin fa-inna Allaha bihi AAaleem,لِلْفُقَرَآءِ ٱلَّذِينَ أُحْصِرُوا۟ فِى سَبِيلِ ٱللَّهِ لَا يَسْتَطِيعُونَ ضَرْبًۭا فِى ٱلْأَرْضِ يَحْسَبُهُمُ ٱلْجَاهِلُ أَغْنِيَآءَ مِنَ ٱلتَّعَفُّفِ تَعْرِفُهُم بِسِيمَٰهُمْ لَا يَسْـَٔلُونَ ٱلنَّاسَ إِلْحَافًۭا ۗ وَمَا تُنفِقُوا۟ مِنْ خَيْرٍۢ فَإِنَّ ٱللَّهَ بِهِۦ عَلِيمٌ,0.2343,0.1927,0.2348,0.2348,REAL_ERROR
2,275,Alladhīna yakulūna r-riba lā yaqūmūna illā kamā yaqūmu alladhī yatakhabbaṭuhu sh-shayṭānu mina l-masi dhālika bi-annahum qālū innamā l-bayʿu mith'lu r-riba wa-aḥalla l-lahu l-bayʿa waḥarrama r-riba faman jāahu mawʿiẓatum-min rabbihi fa-intahā falahu mā salafa wa-amruhu ilā l-lahi waman ʿāda fa-ulāika aṣḥābu n-nāri hum fīhā khālidūn,Allazeena yaakuloonar ribaa laa yaqoomoona illaa kamaa yaqoomul lazee yatakhabbatuhush shaitaanu minal mass; zaalika bi annahum qaalooo innamal bai'u mishur ribaa; wa ahallal laahul bai'a wa harramar ribba; faman jaaa'ahoo maw'izatum mir rabbihee fantahaa falahoo maa salafa wa amruhooo ilal laahi wa man 'aada fa ulaaa 'ika Ashaabun naari hum feehaa khaalidoon,Allatheena ya/kuloona arribala yaqoomoona illa kama yaqoomu allatheeyatakhabbatuhu ashshaytanu mina almassi thalikabi-annahum qaloo innama albayAAu mithlu arribawaahalla Allahu albayAAa waharrama arribafaman jaahu mawAAithatun min rabbihi fantahafalahu ma salafa waamruhu ila Allahi wamanAAada faola-ika as-habu annarihum feeha khalidoon,ٱلَّذِينَ يَأْكُلُونَ ٱلرِّبَوٰا۟ لَا يَقُومُونَ إِلَّا كَمَا يَقُومُ ٱلَّذِى يَتَخَبَّطُهُ ٱلشَّيْطَٰنُ مِنَ ٱلْمَسِّ ۚ ذَٰلِكَ بِأَنَّهُمْ قَالُوٓا۟ إِنَّمَا ٱلْبَيْعُ مِثْلُ ٱلرِّبَوٰا۟ ۗ وَأَحَلَّ ٱللَّهُ ٱلْبَيْعَ وَحَرَّمَ ٱلرِّبَوٰا۟ ۚ فَمَن جَآءَهُۥ مَوْعِظَةٌۭ مِّن رَّبِّهِۦ فَٱنتَهَىٰ فَلَهُۥ مَا سَلَفَ وَأَمْرُهُۥٓ إِلَى ٱللَّهِ ۖ وَمَنْ عَادَ فَأُو۟لَٰٓئِكَ أَصْحَٰبُ ٱلنَّارِ ۖ هُمْ فِيهَا خَٰلِدُونَ,0.0179,0.0174,0.0179,0.0179,REAL_ERROR
2,282,Yāayyuhā alladhīna āmanū idhā tadāyantum bidaynin ilā ajalim-musamman fa-uk'tubūhu walyaktub baynakum kātibun bil-ʿadli walā yaba kātibun ay-yaktuba kamā ʿallamahu l-lahu falyaktub walyum'lili alladhī ʿalayhi l-ḥaqu walyattaqi l-laha rabbahu walā yabkhas min'hu shayan fa-in kāna alladhī ʿalayhi l-ḥaqu safīhan aw ḍaʿīfan aw lā yastaṭīʿu ay-yumilla huwa falyum'lil waliyyuhu bil-ʿadli wa-is'tashhidū shahīdayni mir-rijālikum fa-il-lam yakūnā rajulayni farajuluw-wa-im'ra-atāni mimman tarḍawna mina sh-shuhadāi an taḍilla iḥ'dāhumā fatudhakkira iḥ'dāhumā l-ukh'rā walā yaba sh-shuhadāu idhā mā duʿū walā tasamū an taktubūhu ṣaghīran aw kabīran ilā ajalihi dhālikum aqsaṭu ʿinda l-lahi wa-aqwamu lilshahādati wa-adnā allā tartābū illā an takūna tijāratan ḥāḍiratan tudīrūnahā baynakum falaysa ʿalaykum junāḥun allā taktubūhā wa-ashhidū idhā tabāyaʿtum walā yuḍārra kātibuw-walā shahīduw-wa-in tafʿalū fa-innahu fusūqun bikum wa-ittaqū l-laha wayuʿallimukumu l-lahu wal-lahu bikulli shayin ʿalīmun,Yaa ayyuhal lazeena aamanoo izaa tadaayantum bidinin ilaa ajalimmusamman faktubooh; walyaktub bainakum kaatibum bil'adl; wa laa yaaba kaatibun ai yaktuba kamaa 'allamahul laah; falyaktub walyumlilil lazee 'alaihil haqqu walyattaqil laaha rabbahoo wa laa yabkhas minhu shai'aa; fa in kaanal lazee 'alaihil lhaqqu safeehan aw da'eefan aw laa yastatee'u ai yumilla huwa falyumlil waliyyuhoo bil'adl; wastash hidoo shaheedaini mir rijaalikum fa il lam yakoonaa rajulaini farajulunw wamra ataani mimman tardawna minash shuhadaaa'i an tadilla ihdaahumaa fatuzakkira ihdaahumal ukhraa; wa laa yaabash shuhadaaa'u izaa maadu'oo; wa laa tas'amooo an taktuboohu sagheeran awkabeeran ilaaa ajalih; zaalikum aqsatu 'indal laahi wa aqwamu lishshahaadati wa adnaaa allaa tartaabooo illaaa an takoona tijaaratan haadiratan tudeeroonahaa bainakum falaisa 'alaikum junaahun allaa taktuboohan; wa ashidooo izaa tabaaya'tum; wa laa yudaaarra kaatibunw wa laa shaheed; wa in taf'aloo fa innahoo fusooqum bikum; wattaqul laaha wa yu'allimu kumul laah; wallaahu bikulli shai'in 'Aleem,Ya ayyuha allatheena amanooitha tadayantum bidaynin ila ajalin musammanfaktuboohu walyaktub baynakum katibun bilAAadliwala ya/ba katibun an yaktuba kamaAAallamahu Allahu falyaktub walyumlili allatheeAAalayhi alhaqqu walyattaqi Allaha rabbahu walayabkhas minhu shay-an fa-in kana allathee AAalayhialhaqqu safeehan aw daAAeefan aw la yastateeAAuan yumilla huwa falyumlil waliyyuhu bilAAadli wastashhidooshaheedayni min rijalikum fa-in lam yakoonarajulayni farajulun wamraatani mimman tardawnamina ashshuhada-i an tadilla ihdahumafatuthakkira ihdahuma al-okhrawala ya/ba ashshuhadao itha maduAAoo wala tas-amoo an taktuboohu sagheeran awkabeeran ila ajalihi thalikum aqsatu AAindaAllahi waaqwamu lishshahadati waadnaalla tartaboo illa an takoona tijaratanhadiratan tudeeroonaha baynakum falaysa AAalaykumjunahun alla taktubooha waashhidoo ithatabayaAAtum wala yudarra katibun walashaheedun wa-in tafAAaloo fa-innahu fusooqun bikum wattaqooAllaha wayuAAallimukumu Allahu wallahubikulli shay-in AAaleem,يَٰٓأَيُّهَا ٱلَّذِينَ ءَامَنُوٓا۟ إِذَا تَدَايَنتُم بِدَيْنٍ إِلَىٰٓ أَجَلٍۢ مُّسَمًّۭى فَٱكْتُبُوهُ ۚ وَلْيَكْتُب بَّيْنَكُمْ كَاتِبٌۢ بِٱلْعَدْلِ ۚ وَلَا يَأْبَ كَاتِبٌ أَن يَكْتُبَ كَمَا عَلَّمَهُ ٱللَّهُ ۚ فَلْيَكْتُبْ وَلْيُمْلِلِ ٱلَّذِى عَلَيْهِ ٱلْحَقُّ وَلْيَتَّقِ ٱللَّهَ رَبَّهُۥ وَلَا يَبْخَسْ مِنْهُ شَيْـًۭٔا ۚ فَإِن كَانَ ٱلَّذِى عَلَيْهِ ٱلْحَقُّ سَفِيهًا أَوْ ضَعِيفًا أَوْ لَا يَسْتَطِيعُ أَن يُمِلَّ هُوَ فَلْيُمْلِلْ وَلِيُّهُۥ بِٱلْعَدْلِ ۚ وَٱسْتَشْهِدُوا۟ شَهِيدَيْنِ مِن رِّجَالِكُمْ ۖ فَإِن لَّمْ يَكُونَا رَجُلَيْنِ فَرَجُلٌۭ وَٱمْرَأَتَانِ مِمَّن تَرْضَوْنَ مِنَ ٱلشُّهَدَآءِ أَن تَضِلَّ إِحْدَىٰهُمَا فَتُذَكِّرَ إِحْدَىٰهُمَا ٱلْأُخْرَىٰ ۚ وَلَا يَأْبَ ٱلشُّهَدَآءُ إِذَا مَا دُعُوا۟ ۚ وَلَا تَسْـَٔمُوٓا۟ أَن تَكْتُبُوهُ صَغِيرًا أَوْ كَبِيرًا إِلَىٰٓ أَجَلِهِۦ ۚ ذَٰلِكُمْ أَقْسَطُ عِندَ ٱللَّهِ وَأَقْوَمُ لِلشَّهَٰدَةِ وَأَدْنَىٰٓ أَلَّا تَرْتَابُوٓا۟ ۖ إِلَّآ أَن تَكُونَ تِجَٰرَةً حَاضِرَةًۭ تُدِيرُونَهَا بَيْنَكُمْ فَلَيْسَ عَلَيْكُمْ جُنَاحٌ أَلَّا تَكْتُبُوهَا ۗ وَأَشْهِدُوٓا۟ إِذَا تَبَايَعْتُمْ ۚ وَلَا يُضَآرَّ كَاتِبٌۭ وَلَا شَهِيدٌۭ ۚ وَإِن تَفْعَلُوا۟ فَإِنَّهُۥ فُسُوقٌۢ بِكُمْ ۗ وَٱتَّقُوا۟ ٱللَّهَ ۖ وَيُعَلِّمُكُمُ ٱللَّهُ ۗ وَٱللَّهُ بِكُلِّ شَىْءٍ عَلِيمٌۭ,0.1678,0.1183,0.1684,0.1684,REAL_ERROR
2,283,Wa-in kuntum ʿalā safariw-walam tajidū kātiban farihānum-maqbūḍatun fa-in amina baʿḍukum baʿḍan falyu-addi alladhī u'tumina amānatahu walyattaqi l-laha rabbahu walā taktumū sh-shahādata wamay-yaktum'hā fa-innahu āthimun qalbuhu wal-lahu bimā taʿmalūna ʿalīmun,Wa in kuntum 'alaa safarinw wa lam tajidoo kaatiban farihaanum maqboodatun fa in amina ba'dukum ba'dan falyu'addil lazi tumina amaa natahoo walyattaqil laaha Rabbah; wa laa taktumush shahaadah; wa mai yaktumhaa fa innahooo aasimun qalbuh; wallaahu bimaa ta'maloona 'Aleem,Wa-in kuntum AAala safarin walamtajidoo katiban farihanun maqboodatun fa-inamina baAAdukum baAAdan falyu-addiallatheei/tumina amanatahu walyattaqi Allaha rabbahuwala taktumoo ashshahadata waman yaktumhafa-innahu athimun qalbuhu wallahu bimataAAmaloona AAaleem,۞ وَإِن كُنتُمْ عَلَىٰ سَفَرٍۢ وَلَمْ تَجِدُوا۟ كَاتِبًۭا فَرِهَٰنٌۭ مَّقْبُوضَةٌۭ ۖ فَإِنْ أَمِنَ بَعْضُكُم بَعْضًۭا فَلْيُؤَدِّ ٱلَّذِى ٱؤْتُمِنَ أَمَٰنَتَهُۥ وَلْيَتَّقِ ٱللَّهَ رَبَّهُۥ ۗ وَلَا تَكْتُمُوا۟ ٱلشَّهَٰدَةَ ۚ وَمَن يَكْتُمْهَا فَإِنَّهُۥٓ ءَاثِمٌۭ قَلْبُهُۥ ۗ وَٱللَّهُ بِمَا تَعْمَلُونَ عَلِيمٌۭ,0.583,0.4971,0.5853,0.5853,REAL_ERROR
2,285,Āmana r-rasūlu bimā unzila ilayhi mir-rabbihi wal-mu'minūna kullun āmana bil-lahi wamalāikatihi wakutubihi warusulihi lā nufarriqu bayna aḥadim-min rusulihi waqālū samiʿ'nā wa-aṭaʿnā ghuf'rānaka rabbanā wa-ilayka l-maṣīr,Aamanar-Rasoolu bimaaa unzila ilaihi mir-Rabbihee walmu'minoon; kullun aamana billaahi wa Malaaa'ikathihee wa Kutubhihee wa Rusulih laa nufarriqu baina ahadim-mir-Rusulihee wa qaaloo sami'naa wa ata'naa ghufraanaka Rabbanaa wa ilaikal-maseer,Amana arrasoolu bimaonzila ilayhi min rabbihi walmu/minoona kullun amanabillahi wamala-ikatihi wakutubihiwarusulihi la nufarriqu bayna ahadin min rusulihiwaqaloo samiAAna waataAAna ghufranakarabbana wa-ilayka almaseer,ءَامَنَ ٱلرَّسُولُ بِمَآ أُنزِلَ إِلَيْهِ مِن رَّبِّهِۦ وَٱلْمُؤْمِنُونَ ۚ كُلٌّ ءَامَنَ بِٱللَّهِ وَمَلَٰٓئِكَتِهِۦ وَكُتُبِهِۦ وَرُسُلِهِۦ لَا نُفَرِّقُ بَيْنَ أَحَدٍۢ مِّن رُّسُلِهِۦ ۚ وَقَالُوا۟ سَمِعْنَا وَأَطَعْنَا ۖ غُفْرَانَكَ رَبَّنَا وَإِلَيْكَ ٱلْمَصِيرُ,0.4897,0.2876,0.4908,0.4908,REAL_ERROR
2,286,Lā yukallifu l-lahu nafsan illā wus'ʿahā lahā mā kasabat waʿalayhā mā ik'tasabat rabbanā lā tuākhidh'nā in-nasīnā aw akhṭanā rabbanā walā taḥmil ʿalaynā iṣ'ran kamā ḥamaltahu ʿalā alladhīna min qablinā rabbanā walā tuḥammil'nā mā lā ṭāqata lanā bihi wa-uʿ'fu ʿannā wa-igh'fir lanā wa-ir'ḥamnā anta mawlānā fa-unṣur'nā ʿalā l-qawmi l-kāfirīn,Laa yukalliful-laahu nafsan illaa wus'ahaa; lahaa maa kasabat wa 'alaihaa maktasabat; Rabbanaa la tu'aakhiznaa in naseenaaa aw akhtaanaa; Rabbanaa wa laa tahmil-'alainaaa isran kamaa hamaltahoo 'alal-lazeena min qablinaa; Rabbanaa wa laa tuhammilnaa maa laa taaqata lanaa bih wa'fu 'annaa waghfir lanaa warhamnaa; Anta mawlaanaa fansurnaa 'alal qawmil kaafireen,La yukallifu Allahu nafsanilla wusAAaha laha ma kasabatwaAAalayha ma iktasabat rabbana latu-akhithna in naseena aw akhta/narabbana wala tahmil AAalayna isrankama hamaltahu AAala allatheena minqablina rabbana wala tuhammilnama la taqata lana bihi waAAfuAAanna waghfir lana warhamnaanta mawlana fansurna AAalaalqawmi alkafireen,لَا يُكَلِّفُ ٱللَّهُ نَفْسًا إِلَّا وُسْعَهَا ۚ لَهَا مَا كَسَبَتْ وَعَلَيْهَا مَا ٱكْتَسَبَتْ ۗ رَبَّنَا لَا تُؤَاخِذْنَآ إِن نَّسِينَآ أَوْ أَخْطَأْنَا ۚ رَبَّنَا وَلَا تَحْمِلْ عَلَيْنَآ إِصْرًۭا كَمَا حَمَلْتَهُۥ عَلَى ٱلَّذِينَ مِن قَبْلِنَا ۚ رَبَّنَا وَلَا تُحَمِّلْنَا مَا لَا طَاقَةَ لَنَا بِهِۦ ۖ وَٱعْفُ عَنَّا وَٱغْفِرْ لَنَا وَٱرْحَمْنَآ ۚ أَنتَ مَوْلَىٰنَا فَٱنصُرْنَا عَلَى ٱلْقَوْمِ ٱلْكَٰفِرِينَ,0.2887,0.1314,0.2914,0.2914,REAL_ERROR
5,2,Yāayyuhā alladhīna āmanū lā tuḥillū shaʿāira l-lahi walā sh-shahra l-ḥarāma walā l-hadya walā l-qalāida walā āmmīna l-bayta l-ḥarāma yabtaghūna faḍlam-min rabbihim wariḍ'wānaw-wa-idhā ḥalaltum fa-iṣ'ṭādū walā yajrimannakum shanaānu qawmin an ṣaddūkum ʿani l-masjidi l-ḥarāmi an taʿtadū wataʿāwanū ʿalā l-biri wal-taqwā walā taʿāwanū ʿalā l-ith'mi wal-ʿud'wāni wa-ittaqū l-laha inna l-laha shadīdu l-ʿiqāb,Yaaa aiyuhal lazeena aamanoo laa tuhilloo sha'aaa 'iral laahi wa lash Shahral Haraama wa lal hadya wa lal qalaaa'ida wa laa aaammeenal Baital Haraama yabtaghoona fadlam mir Rabbihim wa ridwaanaa; wa izaa halaltum fastaadoo; wa laa yajrimannakum shana aanu qawmin an saddookum 'anil Masjidil-Haraami an ta'tadoo; wa ta'aawanoo 'alalbirri wattaqwaa; wa laa ta'aawanoo 'alal ismi wal'udwaan; wattaqul laah; innal laaha shadeedul 'iqaab,Ya ayyuha allatheena amanoola tuhilloo shaAAa-ira Allahi walaashshahra alharama wala alhadya walaalqala-ida wala ammeena albayta alharamayabtaghoona fadlan min rabbihim waridwananwa-itha halaltum fastadoo walayajrimannakum shanaanu qawmin an saddookum AAanialmasjidi alharami an taAAtadoo wataAAawanooAAala albirri wattaqwa wala taAAawanooAAala al-ithmi walAAudwani wattaqooAllaha inna Allaha shadeedu alAAiqab,يَٰٓأَيُّهَا ٱلَّذِينَ ءَامَنُوا۟ لَا تُحِلُّوا۟ شَعَٰٓئِرَ ٱللَّهِ وَلَا ٱلشَّهْرَ ٱلْحَرَامَ وَلَا ٱلْهَدْىَ وَلَا ٱلْقَلَٰٓئِدَ وَلَآ ءَآمِّينَ ٱلْبَيْتَ ٱلْحَرَامَ يَبْتَغُونَ فَضْلًۭا مِّن رَّبِّهِمْ وَرِضْوَٰنًۭا ۚ وَإِذَا حَلَلْتُمْ فَٱصْطَادُوا۟ ۚ وَلَا يَجْرِمَنَّكُمْ شَنَـَٔانُ قَوْمٍ أَن صَدُّوكُمْ عَنِ ٱلْمَسْجِدِ ٱلْحَرَامِ أَن تَعْتَدُوا۟ ۘ وَتَعَاوَنُوا۟ عَلَى ٱلْبِرِّ وَٱلتَّقْوَىٰ ۖ وَلَا تَعَاوَنُوا۟ عَلَى ٱلْإِثْمِ وَٱلْعُدْوَٰنِ ۚ وَٱتَّقُوا۟ ٱللَّهَ ۖ إِنَّ ٱللَّهَ شَدِيدُ ٱلْعِقَابِ,0.258,0.039,0.2621,0.2621,REAL_ERROR
