surah_id,verse_number,local_transliteration,ref1_transliteration,ref2_transliteration,char_similarity_ref1,char_similarity_ref2,token_similarity_ref1,token_similarity_ref2,flagged
6,45,Faquṭiʿa dābiru l-qawmi alladhīna ẓalamū wal-ḥamdu lillahi rabbi l-ʿālamīn,Faquti'a daabirul qawmil lazeena zalamoo; walhamdu lillaahi Rabbil 'aalameen,FaqutiAAa dabiru alqawmi allatheenathalamoo walhamdu lillahirabbi alAAalameen,0.8378,0.8212,0.0,0.0588,N
6,46,Qul ara-aytum in akhadha l-lahu samʿakum wa-abṣārakum wakhatama ʿalā qulūbikum man ilāhun ghayru l-lahi yatīkum bihi unẓur kayfa nuṣarrifu l-āyāti thumma hum yaṣdifūn,Qul ara'aitum in akhazal laahu sam'akum wa absaarakum wa khatama 'alaa quloobikum man ilaahun ghairul laahi yaateekum bih; unzur kaifa nusarriful Aayaati summa hum yasdifoon,Qul araaytum in akhatha AllahusamAAakum waabsarakum wakhatama AAala quloobikumman ilahun ghayru Allahi ya/teekum bihi onthurkayfa nusarrifu al-ayati thumma hum yasdifoon,0.8902,0.9015,0.1556,0.2632,N
6,47,Qul ara-aytakum in atākum ʿadhābu l-lahi baghtatan aw jahratan hal yuh'laku illā l-qawmu ẓ-ẓālimūn,Qul ara'aitakum in ataakum 'azaabul laahi baghtatan aw jahratan hal yuhlaku illal qawmuz zaalimoon,Qul araaytakum in atakum AAathabuAllahi baghtatan aw jahratan hal yuhlaku illaalqawmu aththalimoon,0.9128,0.8776,0.2692,0.3043,N
6,48,Wamā nur'silu l-mur'salīna illā mubashirīna wamundhirīna faman āmana wa-aṣlaḥa falā khawfun ʿalayhim walā hum yaḥzanūn,Wa maa nursilul mursaleena illaa mubashshireena wa munzireena faman aamana wa aslaha falaa khawfun 'alaihim wa laa hum yahzanoon,Wama nursilu almursaleena illamubashshireena wamunthireena faman amana waaslahafala khawfun AAalayhim wala hum yahzanoon,0.8735,0.8908,0.1667,0.2308,N
6,49,Wa-alladhīna kadhabū biāyātinā yamassuhumu l-ʿadhābu bimā kānū yafsuqūn,Wallazeena kazzaboo bi Aayaatinaa yamassuhumul 'azaabu bimaa kaanoo yafsuqoon,Wallatheena kaththaboobi-ayatina yamassuhumu alAAathabu bimakanoo yafsuqoon,0.7755,0.7945,0.0,0.0625,N
6,50,Qul lā aqūlu lakum ʿindī khazāinu l-lahi walā aʿlamu l-ghayba walā aqūlu lakum innī malakun in attabiʿu illā mā yūḥā ilayya qul hal yastawī l-aʿmā wal-baṣīru afalā tatafakkarūn,Qul laaa aqoolu lakum 'indee khazaaa'inul laahi wa laaa a'lamul ghaiba wa laaa aqoolu lakum innee malakun in attabi'u illaa maa yoohaaa ilaiy; qul hal yastawil a'maa walbaseer; afalaa tatafakkaroon,Qul la aqoolu lakum AAindee khaza-inuAllahi wala aAAlamu alghayba wala aqoolulakum innee malakun in attabiAAu illa ma yoohailayya qul hal yastawee al-aAAma walbaseeruafala tatafakkaroon,0.8486,0.8698,0.1064,0.2195,N
6,51,Wa-andhir bihi alladhīna yakhāfūna ay-yuḥ'sharū ilā rabbihim laysa lahum min dūnihi waliyyuw-walā shafīʿul-laʿallahum yattaqūn,Wa anzir bihil lazeena yakhaafoona ai yuhsharooo ilaa Rabbihim laisa lahum min doonihee waliyyunw wa laa shafee'ul la'allahum yattaqoon,Waanthir bihi allatheena yakhafoonaan yuhsharoo ila rabbihim laysa lahum min doonihiwaliyyun wala shafeeAAun laAAallahum yattaqoon,0.8276,0.8516,0.1143,0.2593,N
6,52,Walā taṭrudi alladhīna yadʿūna rabbahum bil-ghadati wal-ʿashiyi yurīdūna wajhahu mā ʿalayka min ḥisābihim min shayiw-wamā min ḥisābika ʿalayhim min shayin fataṭrudahum fatakūna mina ẓ-ẓālimīn,Wa laa tatrudil lazeena yad'oona Rabbahum bilghadaati wal 'ashiyyi yureedoona Wajhahoo ma 'alaika min hisaabihim min shai'inw wa maa min hisaabika 'alaihim min shai'in fatatrudahum fatakoona minaz zaalimeen,Wala tatrudi allatheenayadAAoona rabbahum bilghadati walAAashiyyiyureedoona wajhahu ma AAalayka min hisabihimmin shay-in wama min hisabika AAalayhim minshay-in fatatrudahum fatakoona mina aththalimeen,0.2944,0.5217,0.1087,0.2778,Y
6,53,Wakadhālika fatannā baʿḍahum bibaʿḍil-liyaqūlū ahāulāi manna l-lahu ʿalayhim min bayninā alaysa l-lahu bi-aʿlama bil-shākirīn,Wa kazaalika fatannaa ba'dahum biba'dil liyaqoolooo ahaaa'ulaaa'i mannal laahu 'alaihim mim baininaa; alaisal laahu bi-a'lama bish shaakireen,Wakathalika fatanna baAAdahumbibaAAdin liyaqooloo ahaola-i manna AllahuAAalayhim min baynina alaysa Allahu bi-aAAlama bishshakireen,0.8258,0.8516,0.0263,0.2308,N
6,54,Wa-idhā jāaka alladhīna yu'minūna biāyātinā faqul salāmun ʿalaykum kataba rabbukum ʿalā nafsihi r-raḥmata annahu man ʿamila minkum sūan bijahālatin thumma tāba min baʿdihi wa-aṣlaḥa fa-annahu ghafūrur-raḥīmun,Wa izaa jaaa'akal lazeena yu'minoona bi Aayaatinaa faqul salaamun 'alaikum kataba Rabbukum 'alaa nafsihir rahmata annahoo man 'amila minkum sooo'am bijahaalatin summa taaba mim ba'dihee wa aslaha fa annahoo Ghafoorur Raheem,Wa-itha jaaka allatheenayu/minoona bi-ayatina faqul salamunAAalaykum kataba rabbukum AAala nafsihi arrahmataannahu man AAamila minkum soo-an bijahalatin thumma tabamin baAAdihi waaslaha faannahu ghafoorun raheem,0.1355,0.105,0.1887,0.2128,Y
6,55,Wakadhālika nufaṣṣilu l-āyāti walitastabīna sabīlu l-muj'rimīn,Wa kazaalika nufassilul Aayaati wa litastabeena sabeelul mujrimeen,Wakathalika nufassilu al-ayatiwalitastabeena sabeelu almujrimeen,0.8438,0.873,0.0,0.0769,N
6,56,Qul innī nuhītu an aʿbuda alladhīna tadʿūna min dūni l-lahi qul lā attabiʿu ahwāakum qad ḍalaltu idhaw-wamā anā mina l-muh'tadīn,Qul innee nuheetu an a'budal lazeena tad'oona min doonil laah; qul laaa attabi'u ahwaaa'akum qad dalaltu izanw wa maaa ana minal muhtadeen,Qul innee nuheetu an aAAbuda allatheenatadAAoona min dooni Allahi qul la attabiAAu ahwaakumqad dalaltu ithan wama ana minaalmuhtadeen,0.8226,0.8429,0.1463,0.2188,N
6,57,Qul innī ʿalā bayyinatim-min rabbī wakadhabtum bihi mā ʿindī mā tastaʿjilūna bihi ini l-ḥuk'mu illā lillahi yaquṣṣu l-ḥaqa wahuwa khayru l-fāṣilīn,Qul innee 'alaa baiyinatim mir Rabbee wa kazzabtum bih; maa 'indee maa tasta'jiloona bih; inil hukmu illaa lillaahi yaqussul haqqa wa Huwa khairul faasileen,Qul innee AAala bayyinatin min rabbeewakaththabtum bihi ma AAindee matastaAAjiloona bihi ini alhukmu illa lillahiyaqussu alhaqqa wahuwa khayru alfasileen,0.8523,0.8629,0.0233,0.25,N
6,58,Qul law anna ʿindī mā tastaʿjilūna bihi laquḍiya l-amru baynī wabaynakum wal-lahu aʿlamu bil-ẓālimīn,Qul law anna 'indee maa tasta'jiloona bihee laqudiyal amru bainee wa bainakum; wallaahu a'lamu bizzaalimeen,Qul law anna AAindee matastaAAjiloona bihi laqudiya al-amru baynee wabaynakum wallahuaAAlamu biththalimeen,0.839,0.8447,0.1333,0.3043,N
6,59,Waʿindahu mafātiḥu l-ghaybi lā yaʿlamuhā illā huwa wayaʿlamu mā fī l-bari wal-baḥri wamā tasquṭu miw-waraqatin illā yaʿlamuhā walā ḥabbatin fī ẓulumāti l-arḍi walā raṭbiw-walā yābisin illā fī kitābim-mubīnin,Wa 'indahoo mafaatihul ghaibi laa ya'lamuhaaa illaa Hoo; wa ya'lamu maa fil barri walbahr; wa maa tasqutu minw waraqatin illaa ya'lamuhaa wa laa habbatin fee zulumaatil ardi wa laa ratbinw wa laa yaabisin illaa fee Kitaabim Mubeen,WaAAindahu mafatihu alghaybi layaAAlamuha illa huwa wayaAAlamu ma feealbarri walbahri wama tasqutu minwaraqatin illa yaAAlamuha wala habbatinfee thulumati al-ardi wala ratbinwala yabisin illa fee kitabin mubeen,0.3318,0.518,0.0833,0.2195,Y
6,60,Wahuwa alladhī yatawaffākum bi-al-layli wayaʿlamu mā jaraḥtum bil-nahāri thumma yabʿathukum fīhi liyuq'ḍā ajalum-musamman thumma ilayhi marjiʿukum thumma yunabbi-ukum bimā kuntum taʿmalūn,Wa Huwal lazee yatawaf faakum billaili wa ya'lamu maa jarahtum binnahaari summa yab'asukum fee liyuqdaaa ajalum musamman summa ilaihi marji'ukum summa yunabbi 'ukum bimaa kuntum ta'maloon,Wahuwa allathee yatawaffakumbillayli wayaAAlamu ma jarahtum binnaharithumma yabAAathukum feehi liyuqda ajalun musamman thummailayhi marjiAAukum thumma yunabbi-okum bima kuntumtaAAmaloon,0.8472,0.8978,0.1333,0.1892,N
6,61,Wahuwa l-qāhiru fawqa ʿibādihi wayur'silu ʿalaykum ḥafaẓatan ḥattā idhā jāa aḥadakumu l-mawtu tawaffathu rusulunā wahum lā yufarriṭūn,Wa huwal qaahiru fawqa 'ibaadihee wa yursilu 'alaikum hafazatan hattaaa izaa jaaa'a ahadakumul mawtu tawaffathu rusulunaa wa hum laa yufarritoon,Wahuwa alqahiru fawqa AAibadihiwayursilu AAalaykum hafathatan hattaitha jaa ahadakumu almawtu tawaffat-hurusuluna wahum la yufarritoon,0.8945,0.9139,0.1176,0.2143,N
6,62,Thumma ruddū ilā l-lahi mawlāhumu l-ḥaqi alā lahu l-ḥuk'mu wahuwa asraʿu l-ḥāsibīn,Summa ruddooo ilallaahi mawlaahumul haqq; alaa lahul hukmu wa Huwa asra'ul haasibeen,Thumma ruddoo ila Allahi mawlahumualhaqqi ala lahu alhukmu wahuwa asraAAu alhasibeen,0.8485,0.8795,0.0,0.25,N
6,63,Qul may-yunajjīkum min ẓulumāti l-bari wal-baḥri tadʿūnahu taḍarruʿaw-wakhuf'yatan la-in anjānā min hādhihi lanakūnanna mina sh-shākirīn,Qul mai yunajjeekum min zulumaatil barri walbahri tad'oonahoo tadarru'anw wa khufyatann la'in anjaanaa min haazihee lanakoonana minash shaakireen,Qul man yunajjeekum min thulumatialbarri walbahri tadAAoonahu tadarruAAanwakhufyatan la-in anjana min hathihilanakoonanna mina ashshakireen,0.8541,0.8655,0.1081,0.2069,N
6,64,Quli l-lahu yunajjīkum min'hā wamin kulli karbin thumma antum tush'rikūn,Qulil laahu yunajjjeekum minhaa wa min kulli karbin summa antum tushrikoon,Quli Allahu yunajjeekum minhawamin kulli karbin thumma antum tushrikoon,0.8904,0.9231,0.2,0.2941,N
6,65,Qul huwa l-qādiru ʿalā ay-yabʿatha ʿalaykum ʿadhābam-min fawqikum aw min taḥti arjulikum aw yalbisakum shiyaʿaw-wayudhīqa baʿḍakum basa baʿḍin unẓur kayfa nuṣarrifu l-āyāti laʿallahum yafqahūn,Qul huwal Qaadiru 'alaaa ai yab'asa 'alaikum 'azaabam min fawqikum aw min tahti arjulikum aw yalbisakum shiya'anw wa yuzeeqa ba'dakum baasa ba'd; unzur kaifa nusarriful Aayaati la'allahum yafqahoon,Qul huwa alqadiru AAala anyabAAatha AAalaykum AAathaban min fawqikum aw min tahtiarjulikum aw yalbisakum shiyaAAan wayutheeqa baAAdakumba/sa baAAdin onthur kayfa nusarrifual-ayati laAAallahum yafqahoon,0.8779,0.0967,0.1667,0.1951,N
6,66,Wakadhaba bihi qawmuka wahuwa l-ḥaqu qul lastu ʿalaykum biwakīlin,Wa kaz zaba bihee qawmuka wa huwal haqq; qul lastu'alaikum biwakeel,Wakaththaba bihi qawmuka wahuwa alhaqququl lastu AAalaykum biwakeel,0.8397,0.8788,0.1667,0.2857,N
6,67,Likulli naba-im-mus'taqarrun wasawfa taʿlamūn,Likulli naba im mustaqar runw wa sawfa ta'lamoon,Likulli naba-in mustaqarrun wasawfataAAlamoon,0.9032,0.8889,0.2308,0.2,N
6,68,Wa-idhā ra-ayta alladhīna yakhūḍūna fī āyātinā fa-aʿriḍ ʿanhum ḥattā yakhūḍū fī ḥadīthin ghayrihi wa-immā yunsiyannaka sh-shayṭānu falā taqʿud baʿda dh-dhik'rā maʿa l-qawmi ẓ-ẓālimīn,Wa izaa ra aital lazeena yakhoodoona feee Aayaatinaa fa a'rid 'anhum hattaa yakkhoodoo fee hadeesin ghairih; wa immaa yunsiyannakash Shaitaanu falaa taq'ud ba'dazzikraa ma'al qawmiz zaalimeen,Wa-itha raayta allatheenayakhoodoona fee ayatina faaAAridAAanhum hatta yakhoodoo fee hadeethinghayrihi wa-imma yunsiyannaka ashshaytanufala taqAAud baAAda aththikra maAAaalqawmi aththalimeen,0.7871,0.8065,0.0545,0.119,N
6,69,Wamā ʿalā alladhīna yattaqūna min ḥisābihim min shayiw-walākin dhik'rā laʿallahum yattaqūn,Wa maa 'alal lazeena yattaqoona min hisaabihim min shai'inw wa laakin zikraa la'allahum yattaqoon,Wama AAala allatheenayattaqoona min hisabihim min shay-in walakinthikra laAAallahum yattaqoon,0.8172,0.8634,0.04,0.1579,N
6,70,Wadhari alladhīna ittakhadhū dīnahum laʿibaw-walahwan wagharrathumu l-ḥayatu d-dun'yā wadhakkir bihi an tub'sala nafsun bimā kasabat laysa lahā min dūni l-lahi waliyyuw-walā shafīʿuw-wa-in taʿdil kulla ʿadlil-lā yu'khadh min'hā ulāika alladhīna ub'silū bimā kasabū lahum sharābum-min ḥamīmiw-waʿadhābun alīmun bimā kānū yakfurūn,Wa zaril lazeenat takhazoo deenahum la'ibanwwa lahwanw wa gharrat humul ha yaatud dunyaa; wa zakkir biheee an tubsala nafsum bimaa kasabat laisa lahaa min doonil laahi waliyyunw wa laa shafee'unw wa in ta'dil kulla 'adlil laa yu'khaz minhaa; ulaaa 'ikal lazeena ubsiloo bimaa kasaboo lahum sharaabum min hameeminw wa 'azaabun aleemum bimaa kaanoo yakkfuroon,Wathari allatheena ittakhathoodeenahum laAAiban walahwan wagharrat-humu alhayatuaddunya wathakkir bihi an tubsala nafsunbima kasabat laysa laha min dooni Allahiwaliyyun wala shafeeAAun wa-in taAAdil kulla AAadlin layu/khath minha ola-ika allatheenaobsiloo bima kasaboo lahum sharabun min hameeminwaAAathabun aleemun bima kanoo yakfuroon,0.0853,0.1476,0.1149,0.1733,Y
6,71,Qul anadʿū min dūni l-lahi mā lā yanfaʿunā walā yaḍurrunā wanuraddu ʿalā aʿqābinā baʿda idh hadānā l-lahu ka-alladhī is'tahwathu sh-shayāṭīnu fī l-arḍi ḥayrāna lahu aṣḥābuy-yadʿūnahu ilā l-hudā i'tinā qul inna hudā l-lahi huwa l-hudā wa-umir'nā linus'lima lirabbi l-ʿālamīn,Qul anad'oo min doonil laahi maa laa yanfa'unaa wa laa yadurrunaa wa nuraddu 'alaaa a'qaabina ba'da iz hadaanal laahu kallazis tahwat hush Shayaateenu fil ardi hairaana lahooo ashaabuny yad'oo nahooo ilal huda' tinaa; qul inna hudal laahi huwal hudaa wa umirnaa linuslima li Rabbil 'aalameen,Qul anadAAoo min dooni Allahi mala yanfaAAuna wala yadurrunawanuraddu AAala aAAqabina baAAda ithhadana Allahu kallathee istahwat-huashshayateenu fee al-ardi hayranalahu as-habun yadAAoonahu ila alhudai/tina qul inna huda Allahi huwa alhudawaomirna linuslima lirabbi alAAalameen,0.1536,0.2073,0.075,0.1515,Y
6,72,Wa-an aqīmū ṣ-ṣalata wa-ittaqūhu wahuwa alladhī ilayhi tuḥ'sharūn,Wa an aqeemus Salaata wattaqooh; wa Hual lazeee ilaihi tuhsharoon,Waan aqeemoo assalatawattaqoohu wahuwa allathee ilayhi tuhsharoon,0.7752,0.8154,0.1111,0.125,N
6,73,Wahuwa alladhī khalaqa s-samāwāti wal-arḍa bil-ḥaqi wayawma yaqūlu kun fayakūnu qawluhu l-ḥaqu walahu l-mul'ku yawma yunfakhu fī ṣ-ṣūri ʿālimu l-ghaybi wal-shahādati wahuwa l-ḥakīmu l-khabīr,Wa an Huwal lazee khalaqas samaawaati wal arda bilhaqq; wa Yawma yaqoolu kun fa yakoon; Qawluhul haqq; wa lahul mulku Yawma yunfakhu fis Soor; 'Aalimul Ghaibi wash shahaadah; wa Huwal Hakeemul Khabeer,Wahuwa allathee khalaqa assamawatiwal-arda bilhaqqi wayawma yaqoolukun fayakoonu qawluhu alhaqqu walahu almulku yawmayunfakhu fee assoori AAalimu alghaybi washshahadatiwahuwa alhakeemu alkhabeer,0.8438,0.8646,0.1,0.1395,N
6,74,Wa-idh qāla ib'rāhīmu li-abīhi āzara atattakhidhu aṣnāman ālihatan innī arāka waqawmaka fī ḍalālim-mubīnin,Wa iz qaala Ibraaheemu li abeehi Aazara a-tattakhizu asnaaman aalihatan inneee araaka wa qawmaka fee dalaalim mmubeen,Wa-ith qala ibraheemuli-abeehi azara atattakhithu asnaman alihataninnee araka waqawmaka fee dalalin mubeen,0.843,0.8774,0.0625,0.24,N
6,75,Wakadhālika nurī ib'rāhīma malakūta s-samāwāti wal-arḍi waliyakūna mina l-mūqinīn,Wa kazaalika nureee Ibraaheema malakootas samaawaati wal ardi wa liyakoona minal mooqineen,Wakathalika nuree ibraheemamalakoota assamawati wal-ardiwaliyakoona mina almooqineen,0.8187,0.8364,0.0909,0.1053,N
6,76,Falammā janna ʿalayhi al-laylu raā kawkaban qāla hādhā rabbī falammā afala qāla lā uḥibbu l-āfilīn,Falammaa janna 'alaihil lailu ra aa kawkabaan qaala haaza Rabbee falammaaa afala qaala laaa uhibbul aafileen,Falamma janna AAalayhi allaylu raakawkaban qala hatha rabbee falamma afala qalala ohibbu al-afileen,0.8585,0.9137,0.0714,0.2174,N
6,77,Falammā raā l-qamara bāzighan qāla hādhā rabbī falammā afala qāla la-il-lam yahdinī rabbī la-akūnanna mina l-qawmi ḍ-ḍālīn,Falammmaa ra al qamara baazighan qaala haazaa Rabbee falammmmaaa afala qaala la'il lam yahdinee Rabbee la akoonanna minal qawmid daaalleen,Falamma raa alqamara bazighanqala hatha rabbee falamma afala qalala-in lam yahdinee rabbee laakoonanna mina alqawmi addalleen,0.8615,0.8826,0.1613,0.1786,N
6,78,Falammā raā sh-shamsa bāzighatan qāla hādhā rabbī hādhā akbaru falammā afalat qāla yāqawmi innī barīom-mimmā tush'rikūn,Falammmaa ra ashshamsa baazighatan qaala haazaa Rabbee haazaaa akbaru falammaaa afalat qaala yaa qawmi innee bareee'um mimmaa tushrikoon,Falamma raa ashshamsabazighatan qala hatha rabbee hathaakbaru falamma afalat qala ya qawmi inneebaree-on mimma tushrikoon,0.8392,0.8917,0.0625,0.2,N
6,79,Innī wajjahtu wajhiya lilladhī faṭara s-samāwāti wal-arḍa ḥanīfaw-wamā anā mina l-mush'rikīn,Innnee wajjahtu wajhiya lillazee fataras samaawaati wal arda haneefanw wa maaa ana minal mushrikeen,Innee wajjahtu wajhiya lillathee fataraassamawati wal-arda haneefanwama ana mina almushrikeen,0.8691,0.8757,0.2,0.2857,N
6,80,Waḥājjahu qawmuhu qāla atuḥājjūnnī fī l-lahi waqad hadāni walā akhāfu mā tush'rikūna bihi illā ay-yashāa rabbī shayaw-wasiʿa rabbī kulla shayin ʿil'man afalā tatadhakkarūn,Wa haaajjahoo qawmuh; qaala a-tuh aaajjooonnnee fillaahi wa qad hadaan; wa laaa akhaafu mmaa tushrikoona bihee illaaa ai yashaaa'a Rabbee shai'anw wasi'a Rabbee kulla shai'in 'ilman afalaa tatazakkaroon,Wahajjahu qawmuhu qala atuhajjoonneefee Allahi waqad hadani wala akhafu matushrikoona bihi illa an yashaa rabbee shay-anwasiAAa rabbee kulla shay-in AAilman afala tatathakkaroon,0.8108,0.8736,0.0189,0.3243,N
6,81,Wakayfa akhāfu mā ashraktum walā takhāfūna annakum ashraktum bil-lahi mā lam yunazzil bihi ʿalaykum sul'ṭānan fa-ayyu l-farīqayni aḥaqqu bil-amni in kuntum taʿlamūn,Wa kaifa akhaafu maaa ashraktum wa laa takhaafoona annakum ashraktum billaahi maa lam yunazzil bihee 'alaikum sultaanaa; fa aiyul fareeqaini ahaqqu bil amni in kuntum ta'lamoon,Wakayfa akhafu ma ashraktumwala takhafoona annakum ashraktum billahima lam yunazzil bihi AAalaykum sultanan faayyualfareeqayni ahaqqu bil-amni in kuntum taAAlamoon,0.8876,0.9297,0.2564,0.4194,N
6,82,Alladhīna āmanū walam yalbisū īmānahum biẓul'min ulāika lahumu l-amnu wahum muh'tadūn,Allazeena aamanoo wa lam yalbisooo eemaanahum bizulmin ulaaa'ika lahumul amnu wa hum muhtadoon,Allatheena amanoo walamyalbisoo eemanahum bithulmin ola-ikalahumu al-amnu wahum muhtadoon,0.838,0.8391,0.0385,0.087,N
6,83,Watil'ka ḥujjatunā ātaynāhā ib'rāhīma ʿalā qawmihi narfaʿu darajātim-man nashāu inna rabbaka ḥakīmun ʿalīmun,Wa tilka hujjatunaaa aatainaahaaa Ibraaheema 'alaa qawmih; narfa'u darajaatim man nashaaa'; inna Rabbaka Hakeemun 'Aleem,Watilka hujjatuna ataynahaibraheema AAala qawmihi narfaAAu darajatinman nashao inna rabbaka hakeemun AAaleem,0.852,0.8704,0.1034,0.1667,N
6,84,Wawahabnā lahu is'ḥāqa wayaʿqūba kullan hadaynā wanūḥan hadaynā min qablu wamin dhurriyyatihi dāwūda wasulaymāna wa-ayyūba wayūsufa wamūsā wahārūna wakadhālika najzī l-muḥ'sinīn,Wa wahabnaa lahoo ishaaqa wa ya'qoob; kullan hadainaa; wa Noohan hadainaa min qablu wa min zurriyyatihee Daawooda wa Sulaimaana wa Ayyooba wa Yoosufa wa Moosaa wa haaroon; wa kazaalika najzil muhsineen,Wawahabna lahu ishaqawayaAAqooba kullan hadayna wanoohan hadaynamin qablu wamin thurriyyatihi dawooda wasulaymanawaayyooba wayoosufa wamoosa waharoona wakathalikanajzee almuhsineen,0.8213,0.8796,0.0976,0.1714,N
6,85,Wazakariyyā wayaḥyā waʿīsā wa-il'yāsa kullum-mina ṣ-ṣāliḥīn,Wa Zakariyyaa wa Yahyaa wa 'Eesaa wa Illyaasa kullum minas saaliheen,Wazakariyya wayahyawaAAeesa walyasa kullun mina assaliheen,0.8571,0.8547,0.125,0.1429,N
6,86,Wa-is'māʿīla wal-yasaʿa wayūnusa walūṭaw-wakullan faḍḍalnā ʿalā l-ʿālamīn,Wa Ismaa'eela wal Yasa'a wa Yoonusa wa Lootaa; wa kullan faddalnaa 'alal 'aalameen,Wa-ismaAAeela walyasaAAawayoonusa walootan wakullan faddalna AAalaalAAalameen,0.8158,0.7867,0.0909,0.1875,N
6,87,Wamin ābāihim wadhurriyyātihim wa-ikh'wānihim wa-ij'tabaynāhum wahadaynāhum ilā ṣirāṭim-mus'taqīmin,Wa min aabaaa'ihim wa zurriyyaatihim wa ikhwaanihim wajtabainaahum wa hadainaahum ilaa Siraatim Mustaqeem,Wamin aba-ihim wathurriyyatihimwa-ikhwanihim wajtabaynahum wahadaynahumila siratin mustaqeem,0.8529,0.911,0.0435,0.0476,N
6,88,Dhālika hudā l-lahi yahdī bihi may-yashāu min ʿibādihi walaw ashrakū laḥabiṭa ʿanhum mā kānū yaʿmalūn,Zaalika hudal laahi yahdee bihee mai yashaaa'u min 'ibaadih; wa law ashrakoo lahabita 'anhum maa kaanoo ya'maloon,Thalika huda Allahiyahdee bihi man yashao min AAibadihi walaw ashrakoolahabita AAanhum ma kanoo yaAAmaloon,0.8341,0.8502,0.0588,0.1923,N
6,89,Ulāika alladhīna ātaynāhumu l-kitāba wal-ḥuk'ma wal-nubuwata fa-iy-yakfur bihā hāulāi faqad wakkalnā bihā qawmal-laysū bihā bikāfirīn,Ulaaa'ikal lazeena aatainaahumul Kitaaba wal hukma wan Nubuwwah; fa iny yakfur bihaa haaa'ulaaa'i faqad wakkalnaa bihaa qawmal laisoo bihaa bikaafireen,Ola-ika allatheena ataynahumualkitaba walhukma wannubuwwatafa-in yakfur biha haola-i faqad wakkalnabiha qawman laysoo biha bikafireen,0.841,0.8797,0.1471,0.0938,N
6,90,Ulāika alladhīna hadā l-lahu fabihudāhumu iq'tadih qul lā asalukum ʿalayhi ajran in huwa illā dhik'rā lil'ʿālamīn,Ulaaa'ikal lazeena hadal laahu fabihudaahumuq tadih; qul laaa as'alukum 'alaihi ajran in huwa illaa zikraa lil 'aalameen,Ola-ika allatheena hadaAllahu fabihudahumu iqtadih qul la as-alukumAAalayhi ajran in huwa illa thikra lilAAalameen,0.8522,0.8811,0.1818,0.2414,N
6,91,Wamā qadarū l-laha ḥaqqa qadrihi idh qālū mā anzala l-lahu ʿalā basharim-min shayin qul man anzala l-kitāba alladhī jāa bihi mūsā nūraw-wahudan lilnnāsi tajʿalūnahu qarāṭīsa tub'dūnahā watukh'fūna kathīraw-waʿullim'tum mā lam taʿlamū antum walā ābāukum quli l-lahu thumma dharhum fī khawḍihim yalʿabūn,Wa maa qadarul laaha haqqa qadriheee iz qaaloo maaa anzalal laahu 'alaa basharim min shai'; qul man anzalal Kitaabal lazee jaaa'a bihee Moosaa nooranw wa hudal linnaasi taj'aloonahoo qaraateesa tubdoonahaa wa tukhfoona kaseeranw wa 'ullimtum maa lam ta'lamooo antum wa laaa aabaaa'ukum qulil laahu summa zarhum fee khawdihim yal'aboon,Wama qadaroo Allaha haqqaqadrihi ith qaloo ma anzala AllahuAAala basharin min shay-in qul man anzala alkitabaallathee jaa bihi moosa nooran wahudan linnasitajAAaloonahu qarateesa tubdoonaha watukhfoonakatheeran waAAullimtum ma lam taAAlamoo antum wala abaokumquli Allahu thumma tharhum fee khawdihimyalAAaboon,0.0095,0.2426,0.0952,0.1912,Y
6,92,Wahādhā kitābun anzalnāhu mubārakum-muṣaddiqu alladhī bayna yadayhi walitundhira umma l-qurā waman ḥawlahā wa-alladhīna yu'minūna bil-ākhirati yu'minūna bihi wahum ʿalā ṣalātihim yuḥāfiẓūn,Wa haazaa Kitaabun anzalnaahu Mubaarakum musaddiqul lazee bainaa yadaihi wa litunzira ummal Quraa wa man hawlahaa; wallazeena yu'minoona bil Aakhirati yu'minoona bihee wa hum'alaa Salaatihim yuhaafizoon,Wahatha kitabun anzalnahumubarakun musaddiqu allathee bayna yadayhiwalitunthira omma alqura waman hawlahawallatheena yu/minoona bil-akhiratiyu/minoona bihi wahum AAala salatihim yuhafithoon,0.2931,0.8912,0.0652,0.25,N
